     0.791538     0.581648            1
    0.0829085     0.646276           -1
     0.530535     0.435797            1
     0.442217     0.545501            1
    0.0116395     0.450624           -1
     0.426459     0.246617            1
     0.575749      0.45568            1
     0.530636     0.995303           -1
     0.209324     0.837425           -1
     0.225673     0.770701           -1
     0.616534     0.193678           -1
     0.469814     0.672016            1
     0.424294     0.507262            1
     0.538683     0.778297            1
     0.667126      0.60262            1
     0.796565     0.219238           -1
     0.133571     0.417801           -1
    0.0808918     0.991675           -1
      0.57168     0.451708            1
     0.719025   0.00214161           -1
     0.140452     0.386693           -1
     0.706909     0.273607            1
     0.230926     0.722743           -1
      0.51457     0.577348            1
     0.113284     0.456701           -1
     0.885288     0.422969           -1
     0.122589     0.955438           -1
     0.251591     0.380179            1
     0.885676     0.820745           -1
     0.851971     0.300084           -1
     0.323121     0.869014           -1
     0.731076     0.815761           -1
    0.0569433     0.696762           -1
    0.0593203     0.547644           -1
     0.759682     0.338125            1
     0.945632     0.807102           -1
     0.521826      0.91538           -1
     0.566812     0.360201            1
     0.125181     0.492609           -1
     0.662856     0.185216           -1
     0.796604     0.415322            1
      0.90577     0.228168           -1
     0.143733     0.309675           -1
     0.922725     0.263974           -1
       0.4404      0.15442           -1
     0.997058     0.025885           -1
     0.409736       0.1639           -1
     0.334472     0.852906           -1
     0.767172     0.282725           -1
     0.236961    0.0288743           -1
     0.236683     0.266964           -1
     0.738742     0.764765           -1
      0.28501     0.917038           -1
     0.792905     0.891466           -1
      0.92827     0.970386           -1
    0.0584521     0.139905           -1
      0.79105     0.811325           -1
     0.358763     0.241001            1
     0.448257     0.461499            1
     0.421545     0.486525            1
     0.253753     0.992792           -1
     0.185916     0.962484           -1
      0.94061    0.0334441           -1
      0.37319      0.61474            1
     0.702196     0.159631           -1
     0.631934     0.734946            1
     0.291968     0.290757            1
     0.628811     0.649223            1
    0.0632024     0.438146           -1
     0.423062     0.100677           -1
   0.00597746     0.934336           -1
     0.872232     0.398863           -1
     0.111785      0.56121           -1
     0.244639     0.342872            1
     0.742363     0.400095            1
     0.984581    0.0912705           -1
      0.39311      0.55553            1
     0.617818     0.390624            1
     0.485844     0.111177           -1
     0.820574     0.413752           -1
     0.547936     0.598822            1
     0.397092      0.43916            1
     0.273781     0.731022           -1
     0.697487     0.500954            1
      0.42694   0.00689213           -1
     0.519263     0.276872            1
     0.866681    0.0537468           -1
     0.146182    0.0774698           -1
     0.216446     0.266977           -1
     0.318452      0.70533            1
     0.379556     0.480584            1
     0.973033      0.22995           -1
     0.635155     0.742412            1
     0.656956    0.0462243           -1
     0.772283     0.566865            1
      0.89199     0.252854           -1
     0.347828     0.893529           -1
    0.0574481     0.897318           -1
     0.205009     0.364888           -1
     0.576931     0.590282            1
